"userid","userenabled","title","district","facility","value","occupation","phone_present","biography_present"
46100,1,"Manager","5","648","VHA – Social Worker (AES 31)","AES 31",f,t
46101,1,"Medical Support Assistant","5","459","VBA – Cash Clerk (AES 311)","AES 311",t,t
46102,1,"Supervisor Medial Support Assistant","1","590","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46103,1,"IT Specialist","3","589A5","OIT – Data Management (DATAMGT) – including data administrator, data analyst, data architect, data storage specialist, data warehouse specialist, database administrator, database developer (AES 204)","AES 204",t,t
46105,1,"Program Analyst","4","554","VBA – Program Analyst (AES 354)","AES 354",f,f
46106,1,"Decision Review Officer","3","330","VBA – Decision Review Officer (AES 323)","AES 323",t,t
46107,1,"Management & Program Analyst","5","640","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46108,1,"Chief, Audiology & Speech-Language Pathology Service","5","612","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46109,1,"Palliative and Hospice Nurse Practitioner","1","689","VHA – Nurse Practitioner (AES 20)","AES 20",t,t
46110,1,"","5","600","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46111,1,"","4","741","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46112,1,"CNA","1","554","VHA – Nursing Assistant (AES 27)","AES 27",t,t
46113,1,"Clinic Application Coordinator, RN","5","662","VHA – Educator/Learning Officer (for example Nursing Educator, Designated Learning Officer, Designated Education Officer) (AES 119)","AES 119",t,t
46114,1,"Director, Blind Rehabilitation","5","663A4","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46115,1,"Medical Support Assistant","5","648","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46118,1,"RN","1","620","VHA – RN: Level I (AES 21)","AES 21",t,t
46119,1,"Medical Records Technician Coder","4","674","VBA – Coding Clerk (AES 315)","AES 315",t,t
46120,1,"Health System Specialist","1","512","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46121,1,"Medical Administration Specialist(AOD)","2","521","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46122,1,"Telemetry Tech","3","618","VHA – Health Technician (AES 75)","AES 75",t,t
46123,1,"VSR","1","402","VBA – Veterans Service Representative (AES 377)","AES 377",t,t
46124,1,"Chief of Quality Management","1","557","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46125,1,"SSVSR","1","310","VBA – Veteran Claims Examiners (AES 372)","AES 372",t,t
46129,1,"Social Worker","2","544","VHA – Social Worker (AES 31)","AES 31",t,t
46131,1,"MEDICAL MANAGEMENT SPECIALIST","1","0208V","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46132,1,"TCT","3","568","VHA – Health Technician (AES 75)","AES 75",t,t
46133,1,"","3","636A6","VHA – Administrative or clerical employee working in a clinical area (for example a Ward Secretary, Radiology Receptionist) (AES 40)","AES 40",t,t
46135,1,"MSA","1","636A8","VBA – Clerk (AES 314)","AES 314",t,t
46137,1,"Learning Resources Officer","3","589A4","VBA – Learning Resources Officer (AES 339)","AES 339",t,t
46138,1,"Medical Support Assistant","1","632","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46139,1,"Community Resource and Referral Center (CRRC)","1","689","VHA – Social Worker (AES 31)","AES 31",t,t
46140,1,"Physician","3","537BY","VHA – Physician: Primary Care (AES 9)","AES 9",t,t
46142,1,"Human Resources Specialist","4","502","VHA – Human Resources Specialist (AES 74)","AES 74",t,t
46143,1,"HR Specialist/ Workers Compensation Coordinator","4","623","VACO – HR Specialist (AES 417)","AES 417",t,t
46147,1,"Chief, Nutrition and Food Services","1","523","VHA – Dietitians and Interns (AES 83)","AES 83",t,t
46148,1,"Program Analyst/Trainer","1","648A4","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46149,1,"RME Coordinator/Educator","3","539","VHA – RN: Level III (AES 23)","AES 23",t,t
46159,1,"Chief, Health Benefits and Administration","4","519","VHA – Clinic Scheduler (AES 49)","AES 49",t,t
46163,1,"Clinical Educator","1","519","VHA – RN: Level III (AES 23)","AES 23",t,t
46164,1,"Clinical Educator","4","519","VHA – RN: Level III (AES 23)","AES 23",t,t
46166,1,"Mental Health Nurse Case Manager","4","519","VHA – Clinical Nurse Specialist (AES 42)","AES 42",t,t
46167,1,"Staff Psychiatrist","1","519","VHA – Physician: Psychiatrist (AES 11)","AES 11",t,t
46168,1,"Clinical Pharmacy Specialist","4","519","VHA – Pharmacist (AES 28)","AES 28",t,t
46169,1,"RN","2","509","VHA – RN: Level II (AES 22)","AES 22",t,t
46170,1,"UM Advisor supervisor","2","573","VHA – RN: Level III (AES 23)","AES 23",t,t
46171,1,"Program Specialist","1","101","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46172,1,"LPN","3","636GD","VHA – LPN (AES 26)","AES 26",t,t
46173,1,"MSA","3","657A5","VHA – Clinic Scheduler (AES 49)","AES 49",t,t
46174,1,"HSS","1","101","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46175,1,"Program Support Assistant","3","636A8","VBA – Clerk (AES 314)","AES 314",t,t
46176,1,"Clinical Social Worker","1","0328V","VHA – Social Worker (AES 31)","AES 31",t,t
46177,1,"CBOC COORDINATOR","2","546","VHA – Administrative or clerical employee working in a clinical area (for example a Ward Secretary, Radiology Receptionist) (AES 40)","AES 40",f,t
46178,1,"VSR","1","402","VBA – Veterans Service Representative (AES 377)","AES 377",t,t
46179,1,"Psychology Intern","1","631","VHA – Psychologist (AES 30)","AES 30",t,t
46180,1,"IT Project Manager","4","101","OIT – IT Project Management (AES 208)","AES 208",t,t
46181,1,"ADVANCED MEDICAL SUPPORT SPECIALIST","1","632","VHA – Administrative employee at or above the GS-15 and Title 38 equivalent level including members of facility, VISN, and CO program office senior leadership teams (AES 53)","AES 53",t,t
46182,1,"ER Physician","2","573","VHA – Physician: Primary Care (AES 9)","AES 9",t,t
46183,1,"Veteran Experience Officer","1","618","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46184,1,"MD","2","675","VHA – Physician: Surgeon including all sub-specialties (AES 10)","AES 10",t,t
46185,1,"MSA","1","0405V","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46186,1,"Clinical Outpatient Pharmacist","1","593","VHA – Pharmacist (AES 28)","AES 28",t,t
46187,1,"Deputy Nurse Executive","4","674","VHA – RN: Level IV (AES 24)","AES 24",t,t
46188,1,"IT / SME - Intelligent Design Systems, Inc. (BAH)","1","101","Other (including Contractor)","tractor",t,t
46189,1,"Community Employment Coordinator","1","613","VBA – Vocational Rehabilitation Counselor (AES 373)","AES 373",t,t
46191,1,"RN","1","568","VHA – RN: Level III (AES 23)","AES 23",t,t
46193,1,"Assistant Chief, Support Services Division","5","377","VBA – Financial Officer (AES 331)","AES 331",t,t
46194,1,"MSA","4","667","VHA – Administrative or clerical employee working in a clinical area (for example a Ward Secretary, Radiology Receptionist) (AES 40)","AES 40",f,t
46195,1,"Senior Veteran Service Officer/ AL DSO","4","436","Veteran Service Officer (VSO)","VSO",t,t
46197,1,"RN NURSE/CARE MANAGER","1","556","VHA – RN: Level III (AES 23)","AES 23",t,t
46198,1,"Assistant Nurse Manager","1","573","VHA – RN: Level III (AES 23)","AES 23",t,t
46199,1,"dental assistant","5","648A4","VHA – Other certified or licensed hands-on direct patient care provider (AES 36)","AES 36",t,t
46200,1,"LVN/TCT","1","612","VHA – Other certified or licensed hands-on direct patient care provider (AES 36)","AES 36",f,t
46201,1,"Ambulatory Clinical Nutrition Manager","2","544","VHA – Dietitians and Interns (AES 83)","AES 83",t,t
46202,1,"rating specialist","5","377","VBA – Veterans Service Representative (AES 377)","AES 377",t,t
46203,1,"MHC Outpatient Therapist","2","596","VHA – Social Worker (AES 31)","AES 31",t,t
46204,1,"Nurse Practitioner","1","629","VHA – Nurse Practitioner (AES 20)","AES 20",t,t
46205,1,"Chief, Chaplain Service","3","589A4","VHA – Chaplain (AES 32)","AES 32",t,t
46206,1,"Coach","4","351","VBA – Program Specialist (AES 356)","AES 356",t,t
46207,1,"Physician","1","658","VHA – Physician: All other physicians (AES 14)","AES 14",t,t
46211,1,"Clinical Dietitian","3","636A6","VHA – Dietitians and Interns (AES 83)","AES 83",t,t
46213,1,"FNP","4","504","VHA – Other certified or licensed hands-on direct patient care provider (AES 36)","AES 36",t,t
46214,1,"Health Promotion Disease Prevention Program Manager","1","598","VHA – Educator/Learning Officer (for example Nursing Educator, Designated Learning Officer, Designated Education Officer) (AES 119)","AES 119",t,t
46215,1,"MEDICAL SUPPORT ASSISTANT","5","664","VACO – Misc. Clerk and Assistant (AES 426)","AES 426",t,t
46216,1,"Addiction Therapist","1","528GE","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46217,1,"NVCC supervisor and UR nurse","3","589A4","VHA – RN: Level III (AES 23)","AES 23",t,t
46218,1,"Addiction Therapist","2","603","VHA – Other certified or licensed hands-on direct patient care provider (AES 36)","AES 36",t,t
46219,1,"Addiction Therapist","4","549","VHA - Licensed Professional Mental Health Counselor (AES 150)","AES 150",t,t
46220,1,"HRIS","1","565","VHA – Human Resources Specialist (AES 74)","AES 74",t,t
46226,1,"renal transplant vascular access coordinator","2","0324V","VHA – RN: Level II (AES 22)","AES 22",t,t
46227,1,"Vocation Rehab Specialist","4","549","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46231,1,"RN","2","544","VHA – RN: Level II (AES 22)","AES 22",t,t
46232,1,"Medical Instrument Tech.","2","544","VHA – Other non-licensed hands-on direct patient care provider (AES 37)","AES 37",t,t
46235,1,"Press Ganey Surveys-Office of Veteran Experience","5","648","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46236,1,"","4","549","VHA – Other certified or licensed hands-on direct patient care provider (AES 36)","AES 36",t,t
46237,1,"Supervisory Contracting Officer","5","10N20","VHA – Contract Specialists (AES 46)","AES 46",t,t
46238,1,"Vocational Rehabilition Specialist","1","757","VHA - Licensed Professional Mental Health Counselor (AES 150)","AES 150",t,t
46239,1,"Associate Director","1","504","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46240,1,"Supervisory Management Analyst","4","671","VACO – Administrative Officer (AES 405)","AES 405",t,t
46241,1,"","1","528A5","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46242,1,"Addiction therapist","1","642","VHA – WG Employee at WG-9 or above (AES 63)","AES 63",t,t
46244,1,"Admin PSA","1","657A0","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46245,1,"Program support","3","568A4","VBA – Program Support Assistant (AES 357)","AES 357",t,t
46246,1,"Program Support Assistant","3","589A4","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46247,1,"Administrative Officer","1","659GA","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46248,1,"Safety Manager","1","659","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46249,1,"Addiction Therapist","4","756","VHA – Other certified or licensed hands-on direct patient care provider (AES 36)","AES 36",t,t
46250,1,"Admin Officer","3","657A5","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46251,1,"Nurse Practitioner","3","618","VHA – Nurse Practitioner (AES 20)","AES 20",t,t
46252,1,"HBPC Program Community Health Nurse Coordinator","5","663","VHA – RN: Level II (AES 22)","AES 22",t,t
46253,1,"Facility Planner","5","459","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46254,1,"IT Specialist","5","609","OIT – Computer Assistant/Operator – including Computer Operator, Computer Specialist, Computer Assistant (AES 220)","AES 220",t,t
46255,1,"VISN 18 CIS Clinical ARK/CIS Coordiantor","5","501","VHA – RN: Level III (AES 23)","AES 23",t,t
46256,1,"Clinical Pharmacy Specialist/ PGY-1 Residency Program Director","4","586","VHA – Pharmacist (AES 28)","AES 28",t,t
46258,1,"Clinical Inpatient Specialist","4","0709V","VHA – Pharmacist (AES 28)","AES 28",t,t
46259,1,"Clinical Dietitian","5","640","VHA – Dietitians and Interns (AES 83)","AES 83",t,t
46260,1,"Systems Planner","5","648","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46261,1,"Outpatient Tube Feeding, Oncology & GI Dietitian","1","660","VHA – Dietitians and Interns (AES 83)","AES 83",t,t
46262,1,"Energy Engineer","1","526","VHA – Non-Clinical Scientist (AES 72)","AES 72",t,t
46264,1,"Contract Nursing Home/HBPC Social Worker","1","528","VHA – Social Worker (AES 31)","AES 31",t,t
46265,1,"Facilatator","1","0617V","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46266,1,"Program Support Assistant, Medical Residency Program","3","539","OIT – Administrative – including Secretary, Administrative Assistant, Program Support Assistant, Staff Assistant (AES 217)","AES 217",t,t
46272,1,"Addiction Therapist","3","537","VHA – Other certified or licensed hands-on direct patient care provider (AES 36)","AES 36",t,t
46273,1,"CPS","3","610","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46274,1,"Registered Nurse","1","659","VHA – RN: Level III (AES 23)","AES 23",t,t
46275,1,"clinical dietitian","4","580","VHA – Dietitians and Interns (AES 83)","AES 83",t,t
46276,1,"","1","550","VHA – Other certified or licensed hands-on direct patient care provider (AES 36)","AES 36",t,t
46277,1,"Addiction Therapist","4","756","VHA – Other certified or licensed hands-on direct patient care provider (AES 36)","AES 36",t,t
46278,1,"Nurse Manager HBPC","2","516","VHA – RN: Level III (AES 23)","AES 23",t,t
46279,1,"Supervisory Program Specialist","5","691","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46280,1,"Associate Chief Engineer","5","691A4","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46281,1,"addiction therapist","3","537","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46282,1,"Deputy Chief of Psychiatry","5","691","VHA – Physician: Psychiatrist (AES 11)","AES 11",t,t
46283,1,"MCA Clinical Coordinator","1","629","VHA – RN: Level III (AES 23)","AES 23",t,t
46284,1,"Supervisory Veterans Service Representative (Coach)","3","330","VBA – Veterans Service Representative (AES 377)","AES 377",t,t
46288,1,"Program Analyst","2","521","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46289,1,"Career & Education Specialist","5","691","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46290,1,"Program manager","5","691","VHA – Administrative employee at or above the GS-15 and Title 38 equivalent level including members of facility, VISN, and CO program office senior leadership teams (AES 53)","AES 53",t,t
46291,1,"Supervisor Veterans Claims Examiner","4","351","VBA – Veterans Service Representative (AES 377)","AES 377",t,t
46292,1,"HR Liaison","4","321","VBA – Human Resources Specialist (AES 334)","AES 334",t,t
46295,1,"Human Resources Liaison","1","452","VHA – Human Resources Specialist (AES 74)","AES 74",t,t
46299,1,"Advanced Medical Support Assistant","1","636A8","VHA – Clinic Scheduler (AES 49)","AES 49",t,t
46300,1,"Clinical Pharmacist, Operative Care","5","648A4","VHA – Pharmacist (AES 28)","AES 28",t,t
46301,1,"","1","671","VHA – Other non-licensed hands-on direct patient care provider (AES 37)","AES 37",t,t
46305,1,"MSA","3","657A5","VHA – Clinic Scheduler (AES 49)","AES 49",t,t
46307,1,"OR Pharmacist","5","691","VHA – Pharmacist (AES 28)","AES 28",t,t
46312,1,"Assistant Chief Financial Officer","5","593","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46313,1,"Medical Susport Assistant","5","691","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",f,t
46314,1,"Supervisor Program Specialist","5","691","VHA – WG Employee at WG-9 or above (AES 63)","AES 63",t,t
46315,1,"Public Affairs Officer","4","436","VACO – Public Affairs Specialist (AES 434)","AES 434",f,f
46316,1,"valera.posa@va.gov","1","646","VHA – RN: Level III (AES 23)","AES 23",t,t
46317,1,"Nurse Practitioner","2","544","VHA – Nurse Practitioner (AES 20)","AES 20",t,t
46318,1,"Presidential Management Fellow","5","662","VHA – Administrative or clerical employee working in a clinical area (for example a Ward Secretary, Radiology Receptionist) (AES 40)","AES 40",t,t
46319,1,"","5","691","VHA – Physician: Primary Care (AES 9)","AES 9",t,t
46320,1,"Lead Medical Records Technician","1","678","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46321,1,"Physician","4","0504V","VHA – Physician: Medicine including all sub-specialties (AES 13)","AES 13",t,t
46327,1,"addiction therapist","3","539GC","VHA – Other certified or licensed hands-on direct patient care provider (AES 36)","AES 36",t,t
46328,1,"Women's Health Medical Director","1","632","VHA – Physician: All other physicians (AES 14)","AES 14",t,t
46329,1,"Medical Administration Specialist","3","636A8","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46330,1,"Social Work Executive/Interime Chief, GEC","3","851","VHA – Social Worker (AES 31)","AES 31",t,t
46331,1,"PACT RN","5","662GA","VHA – RN: Level II (AES 22)","AES 22",t,t
46332,1,"MSA","2","534","VHA – Administrative or clerical employee working in a clinical area (for example a Ward Secretary, Radiology Receptionist) (AES 40)","AES 40",t,t
46333,1,"RN","1","657A5","VHA – RN: Level I (AES 21)","AES 21",t,t
46334,1,"Readjustment Counselor","1","114","VHA – Other certified or licensed hands-on direct patient care provider (AES 36)","AES 36",t,t
46335,1,"RN","1","0317V","VHA – Clinical Nurse Specialist (AES 42)","AES 42",t,t
46336,1,"Restorative CNA","4","442","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46337,1,"Police Officer","5","678GF","VHA – Police Officer (AES 45)","AES 45",t,t
46338,1,"Chief, Nutrition and Food Services","2","548","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46340,1,"Registered Nurse","1","549","VHA – Other certified or licensed hands-on direct patient care provider (AES 36)","AES 36",t,t
46341,1,"LPN","3","585","VHA – LPN (AES 26)","AES 26",t,t
46342,1,"Decision Review Officer","2","316","VBA – Decision Review Officer (AES 323)","AES 323",t,t
46346,1,"","3","655AA","VHA – Dietitians and Interns (AES 83)","AES 83",t,t
46347,1,"Assistant Nurse Manager","2","516","VHA – RN: Level III (AES 23)","AES 23",t,t
46348,1,"Research Dietitian","1","512","VHA – Dietitians and Interns (AES 83)","AES 83",t,t
46349,1,"Business Resource Specialist","1","646A4","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46350,1,"Assistant Chief, Performance Improvement","2","573","VHA – RN: Level III (AES 23)","AES 23",t,t
46351,1,"addiction therapist","3","537","VHA – Social Worker (AES 31)","AES 31",t,t
46352,1,"MD","2","672","VHA – Physician: Medicine including all sub-specialties (AES 13)","AES 13",t,t
46353,1,"Program Analyst","3","539","VHA – Clinical Informatics (AES 48)","AES 48",t,t
46355,1,"RVSR","1","318","VBA – Veterans Service Representative (AES 377)","AES 377",t,t
46357,1,"Assistant Coach","1","659BY","VBA – Veterans Service Representative (AES 377)","AES 377",t,t
46358,1,"it Specialist","4","629","OIT – Customer Support (CUSTSPT) – including customer support specialist, help desk representative, maintenance specialist, technical support specialist (AES 203)","AES 203",t,t
46359,1,"ACOS Education","4","586","VHA – Physician: Medicine including all sub-specialties (AES 13)","AES 13",t,t
46360,1,"Housekeeping Aide Forman","1","642","VHA – Work Leader (WL) or Work Supervisor (WS) (AES 64)","AES 64",t,t
46361,1,"MSA","1","632","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46362,1,"Chiropractor","1","405","VHA – Chiropractor (AES 41)","AES 41",t,t
46364,1,"HBPC Dietitian","3","655","VHA – Dietitians and Interns (AES 83)","AES 83",t,t
46365,1,"Psychologist","1","558","VHA – Psychologist (AES 30)","AES 30",t,t
46366,1,"Systems Redesign Coordinator","2","619","OIT – Administrative – including Secretary, Administrative Assistant, Program Support Assistant, Staff Assistant (AES 217)","AES 217",t,t
46367,1,"PA-C","5","663","VHA – Physician Assistant (AES 19)","AES 19",t,t
46368,1,"PCMHI HUB NURSE","1","658","VHA – LPN (AES 26)","AES 26",t,t
46370,1,"NP","1","558","VHA – Nurse Practitioner (AES 20)","AES 20",t,t
46372,1,"","3","676","VHA – RN: Level I (AES 21)","AES 21",t,t
46373,1,"Admin Officer","3","676","VBA – Management & Program Analyst (AES 346)","AES 346",t,t
46374,1,"CRM Solution Architect","1","101","OIT – Enterprise Architecture (EA) (AES 205)","AES 205",t,t
46375,1,"Division Office, Health Information Management","3","556","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46376,1,"Medical Administrative Assistant","3","676","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46378,1,"Chief, Nutrition and Food Services","2","573","VHA – Dietitians and Interns (AES 83)","AES 83",t,t
46379,1,"RN","3","695","OIT – Management Analyst – including Management Analyst, Program Manager (AES 221)","AES 221",t,t
46380,1,"Clinical Pharmacy Specialist","1","568","VHA – Pharmacist (AES 28)","AES 28",t,t
46381,1,"psychiatrist","1","558","VHA – Physician: Psychiatrist (AES 11)","AES 11",t,t
46382,1,"Health Behavior Coordinator","3","589A6","VHA – Psychologist (AES 30)","AES 30",t,t
46383,1,"ACCOUNTING TECHNICIAN","1","607","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46384,1,"Veterans Service Representative","3","328","VBA – Veterans Service Representative (AES 377)","AES 377",t,t
46385,1,"Current Operations Planner","3","702","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46386,1,"nurse practitioner","3","515","VHA – Nurse Practitioner (AES 20)","AES 20",t,t
46387,1,"HUD/VASH & CWT Supervisor","4","436","VHA – Social Worker (AES 31)","AES 31",t,t
46388,1,"SARRTP Counseling Intern","1","644","VHA – Other non-licensed hands-on direct patient care provider (AES 37)","AES 37",t,t
46389,1,"Chief of Imaging","1","521","VHA – Physician: All other physicians (AES 14)","AES 14",t,t
46390,1,"Occupational Therapist","3","656","VHA – Physical Medicine Therapist (for example a PT, OT or KT) (AES 33)","AES 33",t,t
46391,1,"HBPC Program Manager","1","679","VHA – RN: Level III (AES 23)","AES 23",t,t
46392,1,"ACOS","2","521","VHA – Physician: Surgeon including all sub-specialties (AES 10)","AES 10",t,t
46393,1,"","1","573GF","VHA – Optometrist (AES 18)","AES 18",t,t
46394,1,"RN","2","675","VHA – RN: Level IV (AES 24)","AES 24",t,t
46395,1,"HBPC RN, Case Manager","5","531","VHA – RN: Level II (AES 22)","AES 22",t,t
46396,1,"Supply Technician","2","546","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46397,1,"Cybersemiar coordinator","1","523","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46398,1,"AO","3","657A0","OIT – Administrative Officer – including Administrative Officer, Executive Assistant (AES 218)","AES 218",t,t
46400,1,"MEDICAL SUPPORT ASSISTANT","5","593","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46401,1,"Interior Designer","2","673","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46402,1,"Patient Safety Officer","1","691","VHA – Administrative employee at or above the GS-15 and Title 38 equivalent level including members of facility, VISN, and CO program office senior leadership teams (AES 53)","AES 53",t,t
46403,1,"","5","644","VHA – Dietitians and Interns (AES 83)","AES 83",t,t
46404,1,"Supervisor Blood Bank/Serology","1","598","VHA – Clinical laboratory employee excluding administrative support employees (for example Medical Technologists and Technicians) (AES 38)","AES 38",t,t
46405,1,"RN","2","573GF","VHA – RN: Level I (AES 21)","AES 21",t,t
46409,1,"Budget Technician","3","568","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,f
46410,1,"VISN 5 Hepatitis C Coordinator","1","688","VHA – Other non-licensed hands-on direct patient care provider (AES 37)","AES 37",t,t
46411,1,"Local Recovery Coordinator","5","654","VHA – Social Worker (AES 31)","AES 31",t,t
46412,1,"CFO","2","202","OIT – Financial Services – including Budget Analyst, Budget Technician/Budget Assistant, Accountant, Systems and Procedures Analyst (AES 219)","AES 219",t,t
46413,1,"Clinical Pharmacy Specialist","5","663","VHA – Pharmacist (AES 28)","AES 28",t,t
46414,1,"Health Systems Specialist","3","578","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46415,1,"","3","607","VBA – Program Support Assistant (AES 357)","AES 357",t,t
46416,1,"AMSA-supervisior","4","565","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46419,1,"Advanced Medical Support Assistant","1","528","VHA – Administrative or clerical employee working in a clinical area (for example a Ward Secretary, Radiology Receptionist) (AES 40)","AES 40",t,t
46420,1,"Health System Specialist","1","101","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46421,1,"Clinical Psychologist","1","523A5","VHA – Psychologist (AES 30)","AES 30",t,t
46422,1,"Program Manager","3","618","VHA – Other non-licensed hands-on direct patient care provider (AES 37)","AES 37",t,t
46423,1,"Physical Therapist","3","695","VHA – Physical Medicine Therapist (for example a PT, OT or KT) (AES 33)","AES 33",t,t
46424,1,"Nurse manger/ED","2","619","VHA – Clinical Nurse Specialist (AES 42)","AES 42",t,t
46425,1,"CWT Coordinator","1","658","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",f,t
46426,1,"Registered Dietitian","2","673","VHA – Dietitians and Interns (AES 83)","AES 83",t,t
46427,1,"Supervisory Psychologist/LRC","4","586","VHA – Psychologist (AES 30)","AES 30",f,f
46428,1,"Medical Record Tech. (Coder)","5","678GG","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46429,1,"Training Specialist/Instructor","1","581","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46430,1,"ANALYST","2","626","VBA – Systems and Procedures Analyst (AES 366)","AES 366",t,t
46431,1,"NVCC SUPERVISORY PROGRAM SPECIALIST","5","0521V","VHA – Work Leader (WL) or Work Supervisor (WS) (AES 64)","AES 64",t,t
46437,1,"NP","1","652","VHA – Nurse Practitioner (AES 20)","AES 20",t,t
46439,1,"Vocational Rehabilitation Specialist-Supported Employment","2","596A4","VHA – Other certified or licensed hands-on direct patient care provider (AES 36)","AES 36",f,t
46440,1,"Vocational Rehabilitation Specialist","1","562","VHA – Other non-licensed hands-on direct patient care provider (AES 37)","AES 37",t,t
46441,1,"Vocational Rehabilitation Specialist","1","650","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46442,1,"CWT Coordinator","2","621","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",f,t
46443,1,"Administrative Officer","2","544","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46444,1,"DATA ANALYST","1","528","VBA – Program Analyst (AES 354)","AES 354",t,t
46445,1,"Certified Peer Support Specialist","2","621","VHA – Health Technician (AES 75)","AES 75",f,f
46446,1,"Clinical Dietitian","1","508","VHA – Dietitians and Interns (AES 83)","AES 83",t,t
46447,1,"Research Scientist","3","583","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
